2024-10-16 21:46:02
68774054,풍기인삼 6년근 파삼 세척삼 750g,"3,467원/100g",26000,1몰,,인삼
15208055,대동고려삼 홍삼농축액플러스 240g,1,142500,19몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15208181,대동고려삼 홍삼농축액플러스 240g,2,289990,2몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15207695,대동고려삼 건강 홍삼농축액 플러스 240g,1개,76620,12몰,"3,193원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15207512,대동고려삼 진쎈 흑삼정 프리미엄 10ml 30포,1개,95100,4몰,"3,170원/10ml","흑삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 12mg/
[원재료/함량] 원재료: 6년근/흑삼농축액 30%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29303534,새벽마을홍삼 백년약속 새벽녘 홍삼액 90ml 30포,1개,28900,2몰,107원/10ml,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~2회,1포/특징: 파우치형/홍삼추출액100%/70%/30%/국산/HACCP"
59020064,정관장 홍삼대보 프리미엄 40ml 30포,5개,564000,2몰,940원/10ml,"홍삼/형태: 음료(액상)/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 파우치형/
진세노사이드 1일함량:3mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29303477,금산인삼농협 삼지원 6년근 홍삼정골드 홍삼농축액골드 120g,1개,60000,12몰,"5,000원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1g/진세노사이드(1g당): 5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액100%,고형분65%/70%/30%/국산/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29184131,한국인삼공사 정관장 홍삼진본 40ml 30포 + 홍삼천보 50ml 30포,1개,93110,9몰,,"홍삼/형태: 추출액/섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근"
29192060,고려인삼뿌리방 홍삼차 100포/전통차,,9000,2몰,,형태: 차/홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
29292794,자연허브 6년근 고려홍삼정 에브리데이 진 실속형 15gx50포,,16900,3몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
15121661,LG생활건강 리튠 프로 홍삼 콜라겐 15g 30포,1개,70800,1몰,"1,573원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 원재료: 6년근"
15121427,보뚜슈퍼푸드 보뚜 6년근 고려홍삼정 순수 홍삼스틱 골드 10g 100포,1개,53847,3몰,538원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15121307,보뚜슈퍼푸드 보뚜 6년근 고려홍삼정 순수 홍삼스틱 골드 10g 30포,1,43617,5몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15121313,보뚜슈퍼푸드 보뚜 6년근 고려홍삼정 순수 홍삼스틱 골드 10g 30포,2,61287,4몰,3개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15121325,보뚜슈퍼푸드 보뚜 6년근 고려홍삼정 순수 홍삼스틱 골드 10g 30포,5개,142030,1몰,947원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 7mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 (고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
15120680,네이처가든 정원삼 6년근 고려홍삼정 365스틱 키즈 10ml 100포,1개,63830,6몰,638원/10ml,"홍삼/형태: 농축액/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 7%(고형분 60%)/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
66132902,에치와이(HY) 발휘 발효홍삼 스틱 1박스,,55485,12몰,,홍삼/형태: 농축액
29874809,대한홍삼진흥공사 6년근 고려홍삼정 프리미엄 골드 240g,4개,98000,3몰,"1,021원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/진세노사이드(1g당): 4mg/
[원재료/함량] 원재료: 6년근/6년근홍삼농축액,고형분60%이상/70%/30%/
[인증] 건강기능식품/GMP/기능성: 면역력 증진"
29302550,금산수삼시장 홍삼정 굿데이스틱 20ml 60포,1개,41990,4몰,350원/10ml,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회,1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액34%,고형분0.6%이상/국산"
29187485,대동고려삼 고려홍삼 진과골드 700g,1개,72210,1몰,"1,032원/10g","홍삼/형태: 정과/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회/
[원재료/함량] 홍삼 60.5%"
29301476,청정인삼 고려홍삼 진과 500g,1개,57400,2몰,"1,148원/10g",홍삼/섭취대상: 성인남녀
29301989,인삼코리아 고려인삼 골드 830mg 120정,1개,19920,1몰,166원/1정,"인삼/형태: 캡슐,정/섭취대상: 성인남녀/기능성: 면역력 증진"
29256677,참다한 홍삼정 컴파운드케이K 2p 200g 1개,"12,450원/10g",249000,1몰,,
14909987,웰빙바이오 백년고 홍삼 12g 30포,1개,55000,1몰,"1,528원/10g","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/
[원재료/함량] 홍삼농축액 42%(고형분 3%)/배합비율: 홍삼근 100%"
29299751,고려홍삼양갱 400g,1개,5360,1몰,134원/10g,"홍삼/형태: 캔디,츄어블/섭취대상: 성인남녀"
29614352,한국인삼공사 정관장 아이키커 오렌지100ml 10팩 x3개 홍삼농축액,,26790,1몰,,홍삼/건강식품/홍삼/녹용/흑염소
34179290,정관장 천녹정 에브리타임 편 10ml 30포,1개,237350,1몰,"7,912원/10ml","홍삼/형태: 액상형/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회,1포/섭취기간: 15일분/특징: 스틱형/원재료: 6년근/기능성: 면역력"
14761127,오아 뉴트리커먼 홍삼정진액스틱 면역증강 진세노사이드 20mg 10g 15포,1,19900,4몰,1개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 20mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 12.5%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28416806,오아 뉴트리커먼 홍삼정진액스틱 면역증강 진세노사이드 20mg 10g 15포,2,36900,5몰,2개,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 20mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 12.5%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
28416824,오아 뉴트리커먼 홍삼정진액스틱 면역증강 진세노사이드 20mg 10g 15포,3개,59400,4몰,"1,320원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 20mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 12.5%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14761067,네이처가든 정원삼 바른홍삼 흑마늘스틱 10g 100포,1개,29610,9몰,296원/1포,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근"
14760296,오리진 6년근 고려홍삼 굿모닝 스틱 10ml 30포,1개,35600,2몰,"1,187원/10ml","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 10mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 11%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14760230,혜인건강 혜인담 홍삼정스틱 10g 30포,1개,61200,1몰,"2,040원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 5.4mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 6%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14748950,남다른해 마늘홍삼스틱 10ml 30포,1개,66900,2몰,"2,230원/10ml","홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1~3회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 4~5년근/홍삼농축액 3%(고형분 60%)"
14721263,한국인삼공사 정관장 화애락 이너제틱 바디 15g 28포,1개,190750,1몰,"4,542원/10g","홍삼/형태: 젤리/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 5%(고형분 60%)/배합비율: 홍삼근 75%, 홍미삼 25%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14720918,혜인건강 혜인담 홍삼차 3g 100포,1개,19500,2몰,650원/10g,"홍삼/형태: 차/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1포/
[진세노사이드 일일섭취량] 4.6mg/
[원재료/함량] 원재료: 6년근/홍삼농축액(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14720822,6년근 진하게 짠 오쿠 흑삼 10ml 30포,1개,58000,1몰,"1,933원/1포","흑삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근"
28958675,6년근 흠있는 인삼 중 15~18뿌리,1개,28900,2몰,"28,900원/1개",인삼/국산
29208890,행운식품 홍삼절편 20g,10개,17560,1몰,878원/10g,"홍삼/형태: 초콜릿,캔디류/섭취대상: 성인남녀/홍삼60%,과당20%,올리고당15%"
28958651,삼무루지 새싹삼[100뿌리],418원/1뿌리,41770,4몰,,새싹삼/국산
28958639,이선호 새싹삼 15cm내외[100뿌리],288원/1뿌리,28770,2몰,,새싹삼/국산
28958630,대경인삼사 풍기인삼 5년근 수삼 1채 20~25뿌리 750g,2개,78700,13몰,"5,247원/100g",수삼/경상북도 영주
28958645,이선호 새싹삼 20~25cm내외 50뿌리,1개,23180,5몰,"23,180원/1개",새싹삼/국산
28958579,한국인삼유통공사 고려홍삼 6년근 중편 21~30뿌리,1개,114550,5몰,"38,183원/10g","홍삼/형태: 생삼,뿌리/섭취대상: 성인남녀"
28958567,삼무루지 새싹삼[20뿌리],"1,148원/1뿌리",22950,2몰,,새싹삼/국산
28958564,이선호 새싹삼 20~25cm내외 30뿌리,1개,18110,4몰,"18,110원/1개",새싹삼/국산
28958552,이선호 새싹삼 15cm내외[30뿌리],497원/1뿌리,14900,2몰,,새싹삼/국산
28958540,대경인삼사 풍기인삼 5년근 수삼 1채 7~8뿌리 750g,2개,154850,1몰,"10,323원/100g",수삼/경상북도 영주
28958513,대경인삼사 풍기인삼 5년근 수삼 1채 4~5뿌리,1개,98060,11몰,"98,060원/1개",수삼/경상북도 영주
28958531,대경인삼사 풍기인삼 5년근 수삼 1채 4~5뿌리 750g,2개,198010,7몰,"13,201원/100g",수삼/경상북도 영주
28958504,강원산삼초 산양산삼 8-9년근[10뿌리],"50,000원/1뿌리",500000,1몰,,산삼/국산
28958492,강원산삼초 산양산삼 8-9년근[5뿌리],"50,000원/1뿌리",250000,2몰,,산삼/국산
28958480,삼무루지 새싹삼[50뿌리],981원/1뿌리,49050,2몰,,새싹삼/국산
28958468,이선호 새싹삼 15cm내외[50뿌리],418원/1뿌리,20900,1몰,,새싹삼/국산
28958456,이선호 새싹삼 15~20cm내외 50뿌리,1개,23660,2몰,"23,660원/1개",새싹삼/국산
28958432,이선호 새싹삼 15cm내외[20뿌리],553원/1뿌리,11060,6몰,,새싹삼/국산
28958420,대경인삼사 풍기인삼 5년근 수삼 1채 8~10뿌리 750g,2개,115900,20몰,"7,727원/100g",수삼/경상북도 영주
28957877,강원산삼초 산양산삼 8-9년근[3뿌리],"66,667원/1뿌리",200000,2몰,,산삼/국산
28957403,대경인삼사 풍기인삼 5년근 수삼 1채 15~20뿌리 750g,2개,95580,12몰,"6,372원/100g",수삼/경상북도 영주
28955555,대경인삼사 풍기인삼 5년근 수삼 1채 10~15뿌리 750g,2개,100420,12몰,"6,695원/100g",수삼/경상북도 영주
28955246,이선호 새싹삼 15~20cm 30뿌리,1개,16900,7몰,"16,900원/1개",새싹삼/국산
28955054,한국인삼유통공사 고려홍삼 6년근 대편,1개,130900,2몰,"130,900원/1개",홍삼
28954862,한국인삼유통공사 고려홍삼 6년근 20지 150g,1개,101010,1몰,"67,340원/100g",홍삼
29740322,금산부부인삼 쭉뻗은원수삼 정과용 30-40뿌리 750g,1개,30800,1몰,"4,107원/100g",인삼
29297453,농업회사법인부성 풍기도깨비 고려홍삼 진 데일리스틱 15ml 120포,1개,117500,2몰,653원/10ml,"홍삼/형태: 농축액/섭취대상: 성인남녀/특징: 스틱형/진세노사이드(1g당): 2.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액42%,고형분60%/70%/30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
29293142,서울약사신협 프리미엄 홍삼정 천명 스틱 플러스 10ml 30포,5개,122750,12몰,818원/10ml,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1포/섭취기간: 1개월분/특징: 스틱형/진세노사이드(1g당): 18mg/
[원재료/함량] 원재료: 6년근/홍삼농축액30%,고형분 60%이상/30%/70%/국산/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
61827776,대동고려삼 흑삼력 240g,2개,280000,3몰,"5,833원/10g","홍삼/섭취대상: 성인남녀/특징: 스틱형/원재료: 6년근/건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
14356640,대동고려삼 진쎈 흑삼력 240g,1,129360,8몰,1개,"흑삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/특징: 스틱형/
[진세노사이드 일일섭취량] 21mg/
[원재료/함량] 원재료: 6년근/흑삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
19622615,대동고려삼 진쎈 흑삼력 240g,2,456000,2몰,2개,"흑삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/특징: 스틱형/
[진세노사이드 일일섭취량] 21mg/
[원재료/함량] 원재료: 6년근/흑삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14356694,대동고려삼 불로건 홍삼엔감귤 스틱 10g 100포,1개,24820,22몰,248원/1포,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포"
14356622,대동고려삼 진쎈 흑삼력 120g,1개,110000,1몰,"9,167원/10g","흑삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/특징: 스틱형/
[진세노사이드 일일섭취량] 21mg/
[원재료/함량] 원재료: 6년근/흑삼농축액 100%(고형분 60%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14356445,대동고려삼 진쎈 흑삼정 마일드 10ml 30포,1개,36300,9몰,"1,210원/10ml","흑삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 4mg/
[원재료/함량] 원재료: 6년근/흑삼농축액 10%(고형분 60%)/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14335895,금산인삼 5년근 무세척 난발삼 중 375g,1개,17970,2몰,479원/10g,"수삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
14334803,6년근 풍기인삼 난발삼 대 9~10뿌리 750g,1,37730,10몰,1개,"수삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근"
14334833,6년근 풍기인삼 난발삼 대 9~10뿌리 750g,2,80810,3몰,2개,"수삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근"
14331722,찐또배기 5~6년근 산양산삼 25~50뿌리,1개,48730,6몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀"
14331578,찐또배기 5~6년근 산양산삼 12~25뿌리,1개,30300,21몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀"
14330288,바이탈타임 6년근 고려홍삼정 진액스틱 10g 100포,1개,79000,3몰,790원/10g,"홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 12mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 10%(고형분 60%이상)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14329892,삼바이 5년근 산양삼 20뿌리,1개,84500,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
14329844,삼바이 5년근 작은 산양삼 소삼 20뿌리,1개,44900,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
14329793,삼바이 5년근 산양삼 10뿌리,1개,44800,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
14329748,삼바이 5년근 산양삼 7뿌리,1개,36900,3몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
14329730,삼바이 5년근 산양삼 5뿌리,1개,26900,1몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 4~5년근"
61827950,정관장 홍삼정 100g,6개,514890,4몰,"8,582원/10g","홍삼/형태: 음료(액상), 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 3g/섭취기간: 33일분/
진세노사이드 1일함량:16.5mg/원재료: 6년근/건강기능식품/기능성: 기억력 개선, 면역력 증진, 항산화, 혈행개선"
29176304,한국인삼공사 정관장 홍삼원 골드 100ml 96포,1개,174990,5몰,182원/10ml,"홍삼/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회,1포/특징: 파우치형/진세노사이드(1g당): 70mg/
[원재료/함량] 원재료: 6년근/홍삼농축액0.6%,고형분60%/국산/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14291504,강원인삼농협 홍삼캔디 850g,1개,12990,3몰,153원/10g,"홍삼/형태: 캔디,츄어블/섭취대상: 성인남녀/
[원재료/함량] 원재료: 6년근/홍삼농축액 0.5%(고형분 60%, 홍삼성분 70mg/g)"
29262218,금산인삼 수삼 명품 진홍삼액정 2400g,54원/10g,12880,5몰,,
29280230,포천인삼영농조합 홍삼이 들어간 석류즙 80mlx60포 석류/석류즙/홍삼석류,,28210,2몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
14227874,삼세상 강원도 산양산삼 10년근 1등급 10뿌리,1개,414800,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 기타 년근"
14227760,삼세상 강원도 산양산삼 9년근 1등급 10뿌리,1개,168300,2몰,,"장뇌삼/형태: 생삼,뿌리/섭취대상: 성인남녀/
[원재료/함량] 원재료: 기타 년근"
29260232,상아제약 6년근 고려 데일리 홍삼진 10ml x 30포,,78200,1몰,,홍삼/건강식품/홍삼/녹용/흑염소/절편/환/차
14148434,고려은단 퓨어 홍삼 60캡슐,2,24880,11몰,1개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/
[진세노사이드 일일섭취량] 10mg/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70% 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
20281970,고려은단 퓨어 홍삼 60캡슐,1,45850,1몰,2개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 2캡슐/
[진세노사이드 일일섭취량] 10mg/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70% 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14148236,락티브 우리아이 면역엔 잘 먹는 홍삼젤리 20g 15포,1,24730,1몰,1개,"홍삼/형태: 젤리/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
16393688,락티브 우리아이 면역엔 잘 먹는 홍삼젤리 20g 15포,2,42180,1몰,2개,"홍삼/형태: 젤리/섭취대상: 영유아~어린이/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[진세노사이드 일일섭취량] 3mg/
[원재료/함량] 원재료: 6년근/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14148122,풍기인삼농협 황풍정 6년근 홍삼정 골드 240g,1개,106190,10몰,"4,425원/10g","홍삼/형태: 농축액/섭취대상: 성인남녀/섭취횟수, 양: 1일 3g/
[진세노사이드 일일섭취량] 19.5mg/
[원재료/함량] 원재료: 6년근/홍삼농축액 100%(고형분 65%)/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14146778,풍기인삼농협 황풍정 6년근 홍삼분말 120g,1개,39600,17몰,"3,300원/10g","홍삼/형태: 분말/섭취대상: 성인남녀/섭취횟수, 양: 1일 3회, 1회 1g/
[진세노사이드 일일섭취량] 21.9mg/
[원재료/함량] 원재료: 6년근/홍삼분말 100%/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/GMP/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14146268,풍기인삼농협 황풍정 6년근 홍삼타브렛 200정,2,21990,11몰,1개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 3정/
[진세노사이드 일일섭취량] 11.6mg/
[원재료/함량] 원재료: 6년근/홍삼분말 100%/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14146295,풍기인삼농협 황풍정 6년근 홍삼타브렛 200정,1,53420,11몰,3개,"홍삼/형태: 캡슐,정/섭취대상: 성인남녀/섭취횟수, 양: 1일 2회, 1회 3정/
[진세노사이드 일일섭취량] 11.6mg/
[원재료/함량] 원재료: 6년근/홍삼분말 100%/배합비율: 홍삼근 70%, 홍미삼 30%/
[인증] 건강기능식품/기능성: 기억력 개선, 면역력 증진, 피로 개선, 항산화, 혈행개선"
14104943,한국인삼공사 정관장 홍삼담은 베스트 2종 컬렉션,1개,37990,5몰,"37,990원/1개",홍삼/형태: 추출액/섭취대상: 성인남녀/구성: 홍삼담은 석류 50ml x 10포+홍삼담은 흑마늘 50ml x 10포
17783858,풍년보감 고려홍삼정 에브리데이 골드 10g,80개,32900,1몰,411원/1포,"홍삼/형태: 추출액/섭취대상: 성인남녀/섭취횟수, 양: 1일 1회, 1회 1포/특징: 스틱형/
[원재료/함량] 원재료: 6년근/홍삼추출액 15%(고형분 2% 이상)"
